1	0
10001	2979.36
20001	6452.64
30001	10036.6
40001	13686.5
50001	17260.6
60001	20919.9
70001	24693.7
80001	28482.1
90001	32176.1
100001	36427
110001	39891.2
120001	44051.5
130001	47773.9
140001	51276.6
150001	55627.3
160001	59412.6
170001	63615.5
180001	67290.9
190001	70960.7
200001	75069.8
210001	79152
220001	82953.8
230001	87020.1
240001	90292
250001	95087.7
260001	99260.5
270001	103439
280001	106404
290001	110963
300001	115147
310001	119785
320001	122963
330001	127507
340001	132013
350001	135787
360001	139177
370001	143354
380001	147662
390001	151757
400001	156517
410001	160251
420001	164294
430001	168952
440001	172917
450001	178441
460001	180634
470001	185341
480001	190294
490001	193650
500001	198795
510001	201951
520001	206448
530001	210840
540001	214784
550001	220012
560001	223008
570001	228411
580001	233668
590001	236979
600001	240947
610001	246150
620001	249796
630001	254634
640001	258316
650001	263621
660001	267411
670001	271897
680001	277264
690001	279725
700001	283659
710001	288850
720001	294872
730001	298674
740001	302662
750001	306614
760001	314287
770001	316237
780001	321480
790001	325116
800001	329418
810001	336267
820001	339528
830001	344204
840001	347333
850001	353391
860001	356861
870001	361436
880001	364981
890001	370500
900001	375810
910001	378764
920001	384129
930001	388178
940001	395524
950001	400085
960001	401619
970001	407216
980001	413268
990001	416449
